sakamata1,21970.8,98.3906,127863,1
-dead-,11783,99.0672,84807,501
Meniwa,11781.4,98.1597,77944,503
Plasma,11781.1,97.505,53980,504
Melxdy,11778.5,97.822,80282,505
TrueDantist,11776.4,98.5156,76079,506
CeriixZ,11776.3,98.7344,106821,507
WaitWhatWolf,11772.2,97.2916,137271,507
Anroyz,11767.6,98.97,250148,508
-NeBu-,11763.1,98.9533,111196,509
Kurogami,11762.7,98.7338,119503,510
Tom brady,11762.3,99.2391,139153,511
[ Blue ],11762.3,98.3612,128531,512
Snowy LP,11755.4,97.9034,101345,513
dectopia,11750.8,98.1757,52295,514
sog,11750,99.1558,62546,515
BronyEE,11749.1,98.8444,147089,516
B of yassin,11747.7,98.4707,78917,517
-Lookz-,11746.1,98.8057,86455,518
httd,11744.8,97.9153,97388,519
Minil,11742.8,98.4015,100216,520
A]],11738.3,97.6458,215765,521
Lunacy_,11722.8,98.8403,95413,522
Puyui,11718.8,98.0067,117337,523
Ratcho,11717.3,97.4519,78731,524
Bunnylikemoney,11716.5,98.3701,106560,525
YukariSmug,11714,97.0002,123955,526
minus,11709.9,98.9916,225125,526
Woffel,11707.5,99.2135,123210,527
gogos19,11707,99.1132,70197,528
Zestiny,11704.1,95.7545,92962,528
Apo11o,11704,98.6748,167316,529
bze,11703.2,99.0461,146535,530
worst dt player,11679.9,98.6808,180767,532
Lexalia,11679,99.1207,120708,533
Fumatsu,11678.6,99.2103,127593,534
blejd,11677.5,99.252,127089,534
eloj,11672.2,98.4266,68259,535
Lilily,11671.9,98.7434,239962,536
desuqe,11669.9,98.0448,190005,537
Cyo,11669.3,98.9328,61292,538
AtriaKanafilee,11665.3,99.0533,120125,540
Yurina,11663.9,96.7201,59338,541
Shaiden,11663.8,98.9253,99764,542
NathanRam1918,11663.2,98.8369,90030,543
MuxauJlo,11663.2,99.3911,129435,544
Fleh,11662,98.0071,63003,545
-Yulia-,11661.9,98.0379,153638,544
NerO,11659.5,98.6771,147608,546
oni,11658.5,98.7201,68766,547
Fudy,11652.1,97.4164,80501,548
kanocchi,11651.9,98.6435,44008,549
Mismagius,11648.5,98.6433,180014,551
1Max,11642.9,99.5318,78173,552
Girl,11642.3,98.3218,92571,552
Hagawobla,11634.6,99.1124,143424,554
Stravez0r,11633.2,99.109,55690,555
Azer,11632.9,99.1543,110289,555
MACKGEE,11632.4,98.3254,122916,556
Zralf,11627.3,98.8427,141521,557
Koltay,11623.4,99.075,90062,559
Sanjilift,11620.8,98.4513,217410,559
Rexeez,11614.8,98.6018,104157,561
Vespirit,11613.1,99.1683,198675,562
xaxreid,11612.2,99.1096,116901,562
Zyph,11608.3,98.742,90561,563
Danidesu,11607.9,97.7074,96407,563
MrPotato,11603.8,99.413,181892,566
seabee,11602.7,99.1624,82692,567
Aknama,11602.4,97.953,216103,566
scylla,11601.8,99.1855,83446,569
TheKid217,11597.6,99.5958,144746,569
FlashoFoSho,11592.4,98.999,197254,571
CosmoXR,11585,97.0889,78528,572
Mattay,11581.9,97.1279,107628,574
AdonisXVIII,11581.4,99.2267,70650,575
mniminwoo,11579.5,99.2097,167804,576
Kayrem,11576.7,98.4897,71261,577
Hamza,11574.4,98.2742,142012,578
Tofunim,11573.7,97.57,156351,579
Mighty Paws,11570,98.5755,136045,580
KarliXon,11566.1,99.1624,107980,581
jackylam5,11561.7,98.3919,153785,582
Sieu Phan Dong,11560.6,98.5069,178837,583
Melvr,11557.5,98.9536,157507,584
[Bau],11556.7,99.1018,106927,585
AlmightyDoor,11556.2,99.0331,100544,586
Diallo,11554.7,98.5353,130238,587
Jhermyy,11554.2,97.0183,107515,588
EmertxE,11551.8,97.8548,225660,589
willy0214,11548,98.5346,180366,590
Lappen777,11547.5,98.9543,42457,591
Nevik,11546.4,98.4184,175982,592
SunFesta,11545.2,97.2734,97318,593
chankoma,11544.6,98.5493,189149,594
retina_,11544.1,98.2867,92477,595
YuuSakku,11541.1,97.4796,78486,596
unko,11532.7,96.1726,75850,596
stimix,11529.3,98.5666,97224,598
zin,11526.5,98.3613,143918,598
MietteDePain_,11519.3,98.1593,79999,600
XPeecc,11517.2,98.5447,102508,601
Homutan,11516.8,98.7937,119177,602
Nethersonic,11515.2,98.301,174011,603
Sanze,11513.1,99.1979,162998,604
Negaces,11512.6,98.5429,168265,605
Mandelion,11508.1,97.7826,72042,606
ftg,11500.9,98.9503,134448,607
Devon,11496.5,97.5414,203307,608
nomaiza,11488.8,98.168,137944,609
Asde,11487.2,97.6431,119049,610
Dr Strange,11483.4,98.0226,68166,611
NinjaFish,11478.7,98.7122,246455,612
akavat,11476.1,98.7871,56838,612
BronyNL,11473.2,98.1037,135475,613
Num5119,11471.7,98.5018,159422,614
NHarmonia,11471.3,98.9537,239504,615
Jeremy_,11463.9,98.8975,98348,616
ikaNyai,11458.9,96.2894,85417,617
ShaneLiang,11457.2,98.603,99190,618
EzChock,11457,99.289,67797,619
G Eleven,11456.4,96.9538,113136,620
VineOpoly,11455.8,98.7971,125275,621
VulcanV2,11454.6,98.2723,174010,621
liIIy,11448.1,99.0802,87810,624
FunOrange,11447.6,99.1419,90198,625
HAFTBEFEHL,11445.7,98.9299,102617,626
Kelathis,11443.6,96.9802,105323,627
a12456,11442.5,95.2599,180415,628
-Eileen,11441.5,98.4659,112071,629
Reimu-Desu,11436.2,99.3197,124533,630
Neinja,11433.2,97.8566,111751,631
SiNon,11433.1,97.5486,150471,632
Estopa,11431,99.0207,88430,633
Allegrissimo,11428.2,98.7403,79262,634
Arancino,11427.9,98.8529,102382,635
ThePro365,11427.2,99.1885,172515,636
cristi2708,11424.7,98.8138,131420,637
DudsonZ,11424.3,99.2154,111536,638
SAPIN_,11423.1,98.8332,140341,639
Ev1dent,11421,98.2937,93072,639
DonnieGG,11420.6,98.7102,83268,640
Malolat,11419.6,99.3767,128552,641
Ends,11418.7,99.2286,80067,642
amogus gaming2,11418.4,98.9535,129241,643
Malteser,11417.7,98.7748,102635,643
Blobby3000,11417.3,98.8794,102201,644
Vlad,11410.8,99.1525,80947,645
Calcium,11410.2,97.9439,216804,646
[-Lockon-],11409,98.125,148118,647
-Snowy-,11405.8,98.9337,109167,649
Sakayaneegi,11405.4,99.3425,148366,648
Grapheon,11404.9,97.8369,273387,649
WantPrinzThighs,11401.8,98.6962,101800,650
Zeaqk,11400.6,97.8353,82848,653
GoldenMine,11399.9,97.1444,37300,651
Krai,11396.6,99.3041,98526,654
Dragonite,11394.6,97.3603,105694,653
Pain,11394.1,99.2495,137378,654
Po5121314,11386.3,98.4678,62185,656
AstroFP,11384.6,99.3864,138515,658
Qu1z,11378.9,97.7552,91718,659
Hera_,11376.8,97.6871,102401,660
GermanLetsPlay,11375.5,98.7173,83908,661
ouchie oofsie,11373.8,98.1696,160597,662
trevrasher,11370.5,98.0872,70436,663
Orbi,11369.9,98.9845,166319,664
Lexion,11366.5,99.0209,141172,665
Remyuu,11364.7,99.1678,90724,667
Enns,11362.5,99.5374,110716,669
131era,11361.9,98.8413,70845,670
DaHuJlo,11360.1,99.3367,83652,671
MineFrostID,11353.9,98.3118,100222,672
Tatsua,11351.7,99.294,166670,672
Mikah,11344.4,98.9981,128610,673
Besta,11344.4,99.1278,138246,675
Flask,11338.5,99.1119,86203,675
karott90,11332.6,98.8534,120967,677
Kama,11332.3,99.3157,109658,677
cam the tree,11331.3,98.2627,79328,678
Konam,11328.6,98.0975,118896,680
Yonannas,11328.2,98.468,83812,680
YesTak,11324.9,98.9621,170346,681
Santa69,11323.1,97.3755,114145,683
kyle,11320,98.4866,183277,684
Burtpi,11318.1,99.2839,162683,684
ameer,11317.8,98.0424,69563,685
ReusoL,11317.7,98.926,121090,686
Sparkxei,11317.4,97.8132,154492,688
Alfrah,11316,98.6194,131845,688
Recia,11314.7,99.2369,121252,689
KevstracK,11313,98.0085,125008,690
egemenbsrms,11311.7,98.5672,92465,691
watun,11310.5,98.658,98305,692
hesseninho,11309.1,98.0262,101343,693
Xaver,11305.7,98.3042,101748,694
Tokori,11305.4,98.65,220297,695
DigiDrake,11304.9,98.9356,144194,696
ILikeManyBirds,11304.9,98.6864,83609,698
Shizaki Kanon,11300.9,98.8528,83007,698
Daichi,11300.2,99.4557,119133,699
Zpinxx,11299,99.3259,62252,700
Boggles,11299,97.8404,98501,701
Astar,11298.2,97.9885,171202,702
Cuckweezy,11294,99.0346,175684,703
Legend_OZ,11293.3,99.0286,56647,704
CeilingWaffle,11291.6,98.9396,190202,705
Chitogod,11289.9,98.8507,51220,706
Lee Yoon Hyuk,11285.7,99.0629,313058,707
HikkaSka,11282.7,97.6116,81148,708
EZChamp,11280.8,97.9841,103888,710
Emiru Ikuno,11278.6,98.8046,124894,710
Pepsi Max,11277.8,98.6902,83607,711
SanyaVsunya,11274.7,98.2644,133921,712
MBmasher,11273,97.1881,129234,713
SonGokuPL,11272.5,99.1867,76226,715
Bonk,11270.3,98.0413,54199,716
Clarity,11269.3,98.5644,115677,715
Jonz,11267.5,97.2548,116070,716
marlopelaa2,11262.7,98.4579,58377,718
Blazink,11262.1,96.9627,105298,720
Nitram,11261.2,98.6469,105389,719
Dolter,11253,99.2184,121748,722
Chzaron,11251.8,99.0949,138704,722
Izuko,11250,99.1687,84062,723
Michni,11249,98.6328,162990,725
WOJOWNIK BODY,11248.3,99.2953,73425,726
RYPSON,11247.2,98.9077,69204,727
FeriOP,11246.7,98.9334,159225,727
PaintedKoala,11242.9,98.57,108181,728
fukushima,11240.7,97.7441,44796,729
Fichi,11238.1,98.3712,168222,730
NitroM_,11234.9,99.22,126853,731
-Karu,11233.5,99.3492,165266,732
Icklys,11233.1,98.3243,118090,733
Tebi,11230.8,99.0238,168321,735
Beard,11229.1,99.0183,128714,735
Crazy,11229,98.0329,85755,736
art,11223.6,98.9737,141754,737
Nekoyase,11218.5,99.3786,92875,738
CrtReXn,11218,99.273,176830,739
snoepep,11213.8,98.711,114577,741
SomeBread,11213.8,99.1388,87456,742
ShotgunApe,11213,98.2117,107804,743
Toushi,11210.8,98.9816,111768,744
Spork Lover,11210.7,99.0361,133725,745
Aistre,11204.5,98.5765,203656,746
lightingloyz,11203.5,99.0012,102127,747
Hina-san,11202.3,99.2749,146399,748
Fixr,11202.2,99.4559,152721,748
tomadoi,11200.1,98.9924,92997,749
Jace,11199.8,98.9879,161022,750
Idealism,11199.3,98.4768,110741,751
Strider,11194.7,98.0513,89923,753
Jerekek,11194.2,98.106,101004,754
Sakurauchi Riko,11192.1,99.078,178102,755
Dezku,11191.3,98.6327,119831,756
VioIette,11189.1,98.0595,85418,757
mx10000,11186,98.8968,105501,758
-Masta-,11185.1,98.269,81248,759
Moffo,11182,97.3337,296577,760
SlowBurn,11180.9,98.8951,78692,761
Ted,11179.8,99.3702,83221,762
BronyEE 3,11178.7,98.4799,79756,763
- Kouka -,11175.1,98.3135,81545,764
Sepid,11174.7,99.3065,93252,765
Johto,11174,98.4045,137003,766
GranDSenpai,11172.2,98.6091,277016,767
Jet-,11167.2,99.3464,246040,768
Karingeuwu,11162.2,97.011,33602,769
Reira,11161.6,99.3139,68180,770
Sakke,11159.5,98.5175,92272,771
Rina Tennoji,11158,99.4063,139845,772
Thighlicker,11151.3,98.5845,91833,773
requzzerr,11151.1,97.3336,61218,773
xCrazy,11144.4,98.4551,155296,775
Deppyforce,11144.4,98.3148,112555,776
My Aim Trash,11143.9,98.9584,175726,777
Kepler,11139.6,92.5759,91364,777
KotobukiTsumugi,11138,99.3402,132821,778
big_UwU,11137.5,96.9245,81434,779
Junjou,11133.7,98.9741,165920,780
Suicide,11133.2,99.079,91774,781
[ Hyung ],11132.9,99.3994,88321,782
ReaL motion,11128.5,99.3599,178107,783
Cracento,11128.5,97.9417,54887,784
[ Couch ],11121.7,99.0099,96773,786
marcel7,11116.1,99.0847,40951,787
Somay 287,11115,99.465,123722,786
Mavix,11112.6,97.2667,50647,787
akin123,11108.4,98.448,154682,790
-Kedama,11106.3,99.1611,148265,790
Altrax,11103.8,99.0448,91268,790
Geoxyn,11098.1,98.1038,49480,791
BAKKALO,11097.2,98.6854,122170,792
DimonkaS,11094.8,98.4271,59797,793
Emperorpenguin83,11089.7,99.2709,152806,794
Saika0k1,11088,99.1902,115942,795
Hanabi Shira,11084,98.121,145460,797
VROUM CV VITE,11083.4,98.4882,132711,797
Spev,11082.7,99.3897,159153,798
shortpotato,11082.7,99.3736,60349,799
Willi,11080.4,98.5823,92011,801
Ayya Novak,11079.3,98.8958,71567,801
Aera,11072.2,99.2059,165094,803
Stale_Human,11072.1,98.3462,172466,804
lofimint,11071.8,98.5409,85922,805
EyesNeverOpen,11069,98.7582,117502,806
KyZzo,11068.7,99.4009,103720,808
Distracted,11068.5,98.8922,158885,808
lespi6,11062.5,97.6101,202208,809
Zeforex,11062,98.8275,121358,810
Gigi8974,11058.3,96.8979,101575,812
Hugofrost,11055.9,97.2933,156073,812
Tartis,11055.1,99.1982,90404,814
ircle,11054.1,97.8925,106079,814
Numza,11046.8,98.7566,115000,815
Zelq,11044.3,99.4037,144826,816
honque,11043.6,99.1792,105345,818
Rean-K,11040.4,97.9427,89252,817
KingScrub,11038.3,99.2346,76389,818
Ghossert,11037.8,99.4141,64475,819
pundice,11036.7,97.2346,85899,820
Debussy-,11032.5,98.9891,63514,823
Jagester,11031.6,98.5729,156566,824
-Kazuki-,11030.6,98.6366,171198,825
kuu01,11030.4,98.6744,129811,826
DevilsNeverCry,11028.5,99.4789,165253,827
Miseration,11026.8,98.3247,142571,828
Beafowl,11024.1,99.3834,120443,829
MinecraftSteve,11023.3,98.5594,66088,830
dnfd,11022.9,98.7156,115172,831
Felrion,11021.4,99.2302,91208,832
kiethao,11021.2,98.4623,108808,833
daanit,11016.9,98.9384,209501,834
Tsfury,11011.3,96.5654,81082,835
rushia fangirl,11010.1,98.5218,43967,836
Senetix,11004.6,99.4499,215631,837
boblint,11003.1,97.0255,56649,838
KingOKarma,11002.1,98.9354,104544,839
Chadol,11000.2,97.9812,115308,840
Damn DanyL,10999.9,99.3806,116041,841
Initk,10999.8,99.062,36176,842
LittleDan,10998.5,98.7457,96309,843
umineko,10997.2,99.6254,138825,844
imagaK,10995.1,98.7324,153657,845
Letcore,10994.7,96.1255,188966,846
loligirl,10994.3,99.4039,81265,847
chaotic_turtle,10992.2,98.9676,73273,848
Viridin,10991,97.7479,51344,849
Serena,10990.2,99.1165,113588,850
Thatnoobguy,10989,97.3355,73201,851
tutur2224,10988.3,97.5848,94341,852
Pein,10987.9,99.0856,197623,852
Purps,10982.3,99.0698,87115,853
Alevari,10979.7,99.3174,94833,854
Blue-Fox,10979.3,98.282,98030,855
-Polyrem-,10973.3,98.1472,129245,857
kiiro127,10972.7,98.0679,116399,858
Vandabe,10968.7,98.4239,197123,859
DoKito,10968.1,99.308,123461,860
xd Jonathan,10967.9,98.408,125462,861
-Deeline,10967.4,98.5121,99940,862
Kris-,10967.2,97.2321,255820,863
-Ke15,10965.7,98.7592,66924,864
respektive,10962.7,99.2666,162840,865
waaiiru,10959.1,98.8302,236770,866
Rekens,10958.3,98.1968,233121,867
sekibae,10957.3,98.1858,58133,868
byfar,10955.6,96.9686,91267,869
Yellowl,10955.1,99.6019,100328,870
TOnyrino,10954.6,99.3674,40357,871
SilverAkcel,10952.6,98.8159,115673,872
Gray Hardrock,10951.9,99.1092,65177,873
KosakiOP,10951.5,98.7104,185962,874
anwag,10944.4,98.9127,125164,875
FrenZ396,10943.9,99.4275,110342,876
Shinkei,10942.7,98.472,119422,877
Riven,10941.9,99.0015,245936,878
Guchiry,10940.8,98.1354,84804,879
cd36,10940.5,99.7992,95564,880
Owane,10940.3,99.1846,99999,880
ZdefLT,10933.5,98.2971,113760,882
[Mashiro],10930.5,99.0831,170561,883
A N T O N I O,10927.5,98.7948,83885,884
rebella,10927.3,95.7937,146183,885
daw9801,10926,99.3935,130870,886
melwem,10924.6,99.0525,58208,887
[ Freeze ],10924.5,97.839,59079,888
KonKonKinakoN,10920.1,98.7397,68010,889
Winfly,10918.7,97.8427,50720,890
LaBron Jayms,10918.3,96.9086,78919,891
Denk,10917.7,99.1212,209895,891
Jacob3,10916.8,98.8429,68976,892
DJ Rinickulous,10914.5,99.1647,109687,893
Garch,10912.7,97.1588,228062,894
w1sp,10905.2,97.6855,46172,896
TheFifouSlain,10904.2,98.426,151239,897
leoanto,10898.5,98.6582,129042,898
Lefy,10897.2,98.7666,78457,899
temka na,10896,98.0112,86539,900
Yaksen,10894.3,98.3864,96925,900
nautzz,10894.1,98.9324,89685,902
Raydric,10891.4,99.0775,122743,902
intenseGoat,10890.7,98.9397,103660,903
Zyphox,10890.4,98.2423,70034,904
Korilak,10889.2,99.4339,87769,905
BlueSky-,10888.9,98.4173,93442,906
Kughxy,10886.4,98.1893,74926,907
Bomilk,10884.6,98.888,110074,909
Yetiga,10884,99.4719,86590,909
SlimeDrippy,10883.8,98.9598,75053,910
deeto,10880.7,97.7146,61052,912
Arav,10879.1,99.1691,102770,913
Chamosiala,10878.5,99.0453,83892,914
rbhby njlj1707,10877.8,98.6821,52292,915
tikkanen,10876.1,98.1549,162245,916
-GN,10876,98.6892,152275,916
EfrainGMiD2,10875.1,98.4068,220525,918
Finzu_,10873.5,98.4786,84366,919
MetaBee,10872.2,98.7934,86950,920
That1Under,10870,99.2694,125570,921
Mitchi,10868,99.4282,103534,922
serg,10867.8,98.3434,126158,923
Victoor,10863.3,98.6167,151410,924
zubs,10862.7,98.3675,166908,925
r0ck,10861,98.9963,120194,926
_sPekTrE,10858,98.954,77595,927
Cerkie,10857.7,99.1747,192537,927
MisakaFanboy,10856.3,99.0759,88004,929
Neroxd,10853.1,98.5455,39993,928
Fr0zen,10852.8,98.2287,99358,929
Wekkl,10850.6,99.4004,145280,930
FreeZeR,10845.3,98.7707,86898,931
Genshinphobia-,10842.8,99.1795,156188,932
RKWDreams,10841.9,98.5359,76838,933
iSmileZ,10839.4,99.2342,109539,935
im_a_burger_fox,10839.1,98.1705,58667,936
goyang,10836.3,97.3792,110692,936
ChUbi,10836.2,98.8777,98310,939
WayLand,10836.2,98.5022,115195,937
Inchainz,10834.6,97.4243,78175,939
SL1PER,10832.3,99.0301,84349,941
Hundur,10830.3,99.0065,140871,940
Ignite,10827.9,98.9339,162314,941
Inugami Korone,10827.4,98.8962,31811,944
[ Larssen ],10826.7,99.0962,112494,943
Camberos,10824.1,99.0335,176462,944
jamin,10821.5,97.9792,87403,944
Doomsday,10820.6,98.5232,337155,945
Blue Archive,10818,98.4082,141690,948
thinking,10815.9,99.0609,97234,946
NekomataOkayu,10815.8,98.1579,74328,948
Venrue,10815.5,98.1303,108626,949
Futtelli,10812.7,99.0284,91131,950
Njulsen,10810.3,98.1473,106734,951
Firo_SF,10809.4,91.8985,86342,955
_nobu,10809.1,98.8515,246100,953
Galog,10807.9,98.6654,96821,954
Gala,10807.3,99.0595,121133,955
Tutturu 2,10806.1,97.6863,122231,956
Akamatsu,10803.5,99.2545,117033,957
pod,10802.9,98.3893,52501,958
Worne,10802.6,99.3635,179152,959
cihp,10802,99.0966,78641,960
F2X,10800.2,98.9703,84615,962
Kiyoroshi,10799.9,98.7674,175373,961
Tikef,10796.7,99.2567,92511,962
Hifkil,10795.6,98.7247,38123,968
cat burger,10793.5,99.0921,73373,964
SWAKE,10790.7,99.3931,62619,966
Fuma,10790.4,98.7943,161033,971
Sidders,10789.3,98.4999,56224,967
hakoi,10788.2,98.231,112857,968
Danini,10787.6,98.1029,142970,969
Kanikou,10785.3,99.0993,56069,971
Stalemated,10783.4,98.4932,128869,972
oPixay,10783.1,98.2596,50249,973
Casper,10781.4,96.9047,54153,974
Cheyne,10781.2,98.6665,120704,979
yocarman,10781,97.8929,138525,978
Vyshus,10779.1,99.2857,165272,977
AbejaIvan,10777.4,98.9671,63584,978
up44,10772.8,99.1336,159274,983
EugeneRbao,10772.4,97.568,69133,981
LilyFlower,10769.8,98.6941,138351,985
-Yumu-,10768.9,98.2666,148495,983
makux777,10766.2,98.8065,62580,984
Carbone,10763.6,98.42,141064,985
cocona,10761.6,98.4925,119770,986
Monkyee,10758.3,98.1309,57404,987
r i z u,10758.1,99.176,76146,990
World End,10758,97.7439,144835,989
Esemoka,10757.1,98.3548,170833,993
Pancho,10756.7,99.3212,66724,991
Mirei Hayasaka,10754.7,97.9059,89207,998
-Gab-,10752.6,99.3849,43600,996
Samoyed,10752.5,99.0752,80783,997
Vordi,10751.5,98.6226,104241,998
Crestive,10750.8,97.4175,201928,998
_2K,10750.3,99.0923,49191,1000
